TradeID,TradeDate,ValueDate,TradeTime,TraderID,Counterparty,CurrencyPair,BuySell,DealtCurrency,BaseCurrency,TermCurrency,NotionalAmount,FXRate,TradeStatus,SettlementStatus,SettlementMethod,Broker,ExecutionVenue,ProductType,MaturityDate,ConfirmationTimestamp,SettlementDate,BookingLocation,Portfolio,TradeVersion,CancellationFlag,AmendmentFlag,RiskSystemID,RegulatoryReportingStatus,TradeSourceSystem,ConfirmationMethod,ConfirmationStatus,SettlementInstructions,Custodian,NettingEligibility,TradeComplianceStatus,KYCCheck,SanctionsScreening,ExceptionFlag,ExceptionNotes,AuditTrailRef,CommissionAmount,CommissionCurrency,BrokerageFee,BrokerageCurrency,CustodyFee,CustodyCurrency,SettlementCost,SettlementCurrency,FXGainLoss,PnlCalculated,CostAllocationStatus,CostCenter,ExpenseApprovalStatus,CostBookedDate
FX0050,5/23/2025,5/26/2025,5:03:45,TDR320,HSBC,USD/CHF,Sell,CHF,USD,CHF,1000000,153.4955,Confirmed,Pending,CLS,Tullett Prebon,EBS,Forward,53:00.1,5/23/2025 12:53,5/26/2025,New York,PORT5,3,No,No,RSK3069,Filed,Custom,Email,Pending,Urgent,State Street,No,Failed,Incomplete,Flagged,No,,AUD50447,738.34,CHF,132.8,CHF,55.62,USD,98.7,CHF,2460.3,-9399.68,Failed,FX_FIN_03,Rejected,5/25/2025
FX0051,6/1/2025,6/5/2025,14:36:40,TDR845,Citi,USD/CHF,Buy,USD,USD,CHF,1500000,84.8079,Booked,Failed,CLS,ICAP,EBS,Spot,,6/1/2025 14:53,6/5/2025,London,PORT3,2,No,No,RSK5324,Required,Murex,Manual,Pending,Standard,State Street,No,Failed,Complete,Clear,No,Missing documentation,AUD46580,463.81,CHF,78.83,CHF,123.1,USD,67.5,CHF,-1587.58,-1477.41,Allocated,FX_FIN_03,Rejected,6/3/2025
FX0052,5/24/2025,5/28/2025,9:44:31,TDR394,JPMorgan,GBP/USD,Buy,GBP,GBP,USD,1000000,17.0315,Settled,Failed,CLS,Tullett Prebon,Reuters,Spot,,5/24/2025 11:53,5/28/2025,London,PORT4,1,No,No,RSK1174,Filed,Summit,Email,Confirmed,Special,State Street,No,Passed,Complete,Clear,Yes,,AUD66003,873.41,USD,455.01,USD,151.06,GBP,109.22,USD,4106.26,-9261.49,Failed,FX_TRD_02,Rejected,5/26/2025
FX0053,6/2/2025,6/4/2025,9:02:07,TDR912,JPMorgan,EUR/USD,Buy,EUR,EUR,USD,2000000,89.9847,Booked,Settled,Wire,BGC Partners,EBS,Spot,,6/2/2025 12:53,6/4/2025,Mumbai,PORT5,3,Yes,No,RSK6300,Not required,Summit,Manual,Pending,Standard,JP Morgan,No,Pending,Incomplete,Clear,Yes,Counterparty mismatch,AUD44648,130.75,USD,94.79,USD,84.77,EUR,126.29,USD,-3197.45,5582.26,Allocated,FX_TRD_02,Rejected,6/4/2025
FX0054,5/10/2025,5/11/2025,23:54:33,TDR798,JPMorgan,GBP/USD,Buy,GBP,GBP,USD,2000000,45.8454,Settled,Failed,Wire,Tullett Prebon,EBS,Forward,53:00.1,5/10/2025 10:53,5/11/2025,Mumbai,PORT1,1,Yes,No,RSK1015,Required,Murex,Email,Pending,Urgent,State Street,No,Pending,Pending,Pending Review,Yes,Rate mismatch,AUD65047,916.26,USD,113.67,USD,197.67,GBP,100.06,USD,-1002.91,-1662.24,Allocated,FX_TRD_02,Under Review,5/11/2025
FX0055,6/1/2025,6/5/2025,23:53:36,TDR891,Citi,GBP/USD,Buy,GBP,GBP,USD,1000000,116.6117,Booked,Settled,CLS,ICAP,360T,Swap,53:00.1,6/1/2025 13:53,6/5/2025,New York,PORT3,3,Yes,No,RSK8153,Required,Custom,SWIFT,Confirmed,Special,BNY Mellon,No,Pending,Complete,Flagged,Yes,Late booking,AUD35640,996.49,USD,96.97,USD,137.01,GBP,35.13,USD,179.9,-2476.06,Failed,FX_FIN_03,Under Review,6/2/2025
FX0056,5/19/2025,5/20/2025,10:08:29,TDR414,Citi,EUR/USD,Buy,EUR,EUR,USD,2000000,53.2805,Booked,Pending,CLS,Tullett Prebon,EBS,Swap,53:00.1,5/19/2025 13:53,5/20/2025,Singapore,PORT5,2,Yes,No,RSK9178,Not required,Summit,Electronic,Pending,Urgent,JP Morgan,No,Pending,Incomplete,Flagged,Yes,Counterparty mismatch,AUD43303,371.02,USD,99.94,USD,168.01,EUR,67.67,USD,3191.98,-7894.04,Pending,FX_TRD_02,Rejected,5/20/2025
FX0057,5/22/2025,5/26/2025,22:44:08,TDR877,Deutsche,EUR/USD,Sell,USD,EUR,USD,2000000,49.4537,Cancelled,Pending,CLS,ICAP,Bloomberg,Swap,53:00.1,5/22/2025 10:53,5/26/2025,London,PORT4,2,No,No,RSK7218,Filed,Custom,Electronic,Pending,Urgent,State Street,No,Pending,Complete,Pending Review,Yes,Rate mismatch,AUD89866,210.99,USD,468.39,USD,135.4,EUR,93.18,USD,4066.04,-2020.51,Failed,FX_TRD_02,Approved,5/24/2025
FX0058,5/21/2025,5/24/2025,17:03:08,TDR118,Citi,USD/INR,Sell,INR,USD,INR,1500000,81.5353,Confirmed,Pending,Wire,Tullett Prebon,EBS,Spot,,5/21/2025 10:53,5/24/2025,London,PORT4,2,No,Yes,RSK6608,Filed,Calypso,SWIFT,Disputed,Special,BNY Mellon,Yes,Failed,Incomplete,Pending Review,Yes,Rate mismatch,AUD53221,694.76,INR,325.89,INR,56.7,USD,51.26,INR,3750.92,54.73,Pending,FX_TRD_02,Rejected,5/23/2025
FX0059,5/10/2025,5/14/2025,21:49:41,TDR438,Citi,USD/INR,Buy,USD,USD,INR,1500000,73.4698,Cancelled,Pending,CLS,Tullett Prebon,Reuters,Swap,53:00.1,5/10/2025 14:53,5/14/2025,Singapore,PORT4,2,Yes,Yes,RSK4029,Filed,Calypso,Email,Confirmed,Special,BNY Mellon,Yes,Pending,Pending,Clear,No,Counterparty mismatch,AUD45539,666.83,INR,94.92,INR,120.15,USD,66.79,INR,4496.81,-258.24,Failed,FX_OPS_01,Rejected,5/12/2025
FX0060,5/19/2025,5/20/2025,5:12:01,TDR246,Deutsche,USD/INR,Sell,INR,USD,INR,1000000,4.0424,Settled,Settled,Netting,Tullett Prebon,EBS,Spot,,5/19/2025 12:53,5/20/2025,London,PORT2,3,No,No,RSK5775,Filed,Summit,SWIFT,Disputed,Standard,JP Morgan,Yes,Pending,Incomplete,Pending Review,No,,AUD69370,480.26,INR,319.22,INR,99.95,USD,23.4,INR,-3286.12,-386.93,Allocated,FX_OPS_01,Rejected,5/20/2025
FX0061,6/2/2025,6/3/2025,8:57:18,TDR229,Deutsche,GBP/USD,Buy,GBP,GBP,USD,1000000,158.3944,Settled,Pending,Netting,Tullett Prebon,Reuters,Forward,53:00.1,6/2/2025 11:53,6/3/2025,London,PORT2,1,No,No,RSK9035,Filed,Murex,Manual,Confirmed,Special,BNY Mellon,No,Pending,Incomplete,Clear,No,Late booking,AUD76824,138.5,USD,236.15,USD,30.73,GBP,59.43,USD,1505.35,-7975.9,Allocated,FX_TRD_02,Approved,6/3/2025
FX0062,6/7/2025,6/10/2025,15:44:10,TDR671,BNP Paribas,USD/CHF,Sell,CHF,USD,CHF,2000000,156.4896,Confirmed,Failed,Netting,Tullett Prebon,Bloomberg,Swap,53:00.1,6/7/2025 14:53,6/10/2025,New York,PORT5,3,No,Yes,RSK7490,Required,Murex,SWIFT,Pending,Special,JP Morgan,Yes,Failed,Pending,Pending Review,Yes,,AUD93667,589.75,CHF,229.73,CHF,63.62,USD,108.05,CHF,3495.51,-4742.86,Allocated,FX_TRD_02,Approved,6/9/2025
FX0063,5/11/2025,5/15/2025,7:12:22,TDR841,Deutsche,AUD/USD,Sell,USD,AUD,USD,2000000,63.0746,Booked,Settled,Netting,ICAP,Bloomberg,Forward,53:00.1,5/11/2025 12:53,5/15/2025,London,PORT2,1,No,No,RSK1768,Not required,Summit,Email,Disputed,Standard,HSBC Custody,No,Passed,Complete,Clear,Yes,Counterparty mismatch,AUD73793,152.89,USD,261.5,USD,158.66,AUD,84.39,USD,-170.61,4126.03,Pending,FX_OPS_01,Under Review,5/13/2025
FX0064,6/4/2025,6/5/2025,21:44:15,TDR810,BNP Paribas,AUD/USD,Sell,USD,AUD,USD,1000000,150.7824,Confirmed,Failed,Wire,BGC Partners,360T,Spot,,6/4/2025 13:53,6/5/2025,Mumbai,PORT4,1,No,Yes,RSK1406,Required,Summit,Electronic,Confirmed,Urgent,State Street,Yes,Failed,Complete,Flagged,No,Late booking,AUD92334,642.59,USD,135.46,USD,111.21,AUD,34.46,USD,-1608.56,5791.42,Pending,FX_TRD_02,Under Review,6/6/2025
FX0065,6/4/2025,6/5/2025,11:29:24,TDR958,HSBC,USD/INR,Sell,INR,USD,INR,2000000,124.2887,Booked,Pending,CLS,Tullett Prebon,Bloomberg,Forward,53:00.1,6/4/2025 14:53,6/5/2025,Singapore,PORT4,3,No,Yes,RSK1931,Filed,Calypso,Email,Confirmed,Special,HSBC Custody,Yes,Passed,Pending,Clear,Yes,Rate mismatch,AUD89696,675.73,INR,460.97,INR,98.44,USD,81.97,INR,4724.89,-2407.56,Allocated,FX_TRD_02,Approved,6/7/2025
FX0066,5/30/2025,6/4/2025,11:25:35,TDR946,Citi,AUD/USD,Buy,AUD,AUD,USD,500000,51.649,Confirmed,Failed,Wire,ICAP,360T,Spot,,5/30/2025 12:53,6/4/2025,Singapore,PORT4,3,No,No,RSK8187,Not required,Calypso,Email,Pending,Urgent,HSBC Custody,No,Pending,Incomplete,Flagged,No,Late booking,AUD11259,542.58,USD,410.05,USD,122.38,AUD,56.33,USD,-2384.05,-9965.42,Failed,FX_FIN_03,Rejected,6/1/2025
FX0067,6/1/2025,6/3/2025,9:00:10,TDR847,Citi,USD/INR,Buy,USD,USD,INR,2000000,87.5146,Settled,Pending,Wire,Tullett Prebon,EBS,Forward,53:00.1,6/1/2025 13:53,6/3/2025,Mumbai,PORT2,3,Yes,No,RSK8042,Required,Calypso,Electronic,Pending,Special,JP Morgan,Yes,Passed,Complete,Flagged,Yes,Late booking,AUD31186,968.17,INR,371.95,INR,119.61,USD,58.21,INR,-4452.23,5535.92,Pending,FX_OPS_01,Under Review,6/2/2025
FX0068,5/21/2025,5/24/2025,2:08:27,TDR622,Deutsche,GBP/USD,Sell,USD,GBP,USD,2000000,19.7588,Confirmed,Settled,Wire,ICAP,Reuters,Forward,53:00.1,5/21/2025 12:53,5/24/2025,London,PORT1,2,No,Yes,RSK3550,Filed,Custom,Electronic,Confirmed,Special,BNY Mellon,No,Passed,Complete,Clear,No,Missing documentation,AUD59431,828.6,USD,323.06,USD,56.67,GBP,73.85,USD,-1350.48,9652.8,Failed,FX_OPS_01,Under Review,5/23/2025
FX0069,6/1/2025,6/5/2025,4:08:03,TDR356,BNP Paribas,USD/JPY,Sell,JPY,USD,JPY,2000000,57.5299,Cancelled,Pending,Netting,BGC Partners,Reuters,Swap,53:00.1,6/1/2025 14:53,6/5/2025,New York,PORT1,2,Yes,No,RSK5302,Filed,Custom,Manual,Disputed,Urgent,State Street,No,Pending,Complete,Flagged,No,Missing documentation,AUD89762,778.7,JPY,325.66,JPY,104.83,USD,119.66,JPY,4847.03,2310.95,Failed,FX_FIN_03,Rejected,6/2/2025
FX0070,6/5/2025,6/8/2025,11:52:42,TDR185,Citi,USD/CHF,Buy,USD,USD,CHF,1000000,150.3306,Confirmed,Pending,Wire,Tullett Prebon,Bloomberg,Forward,53:00.1,6/5/2025 11:53,6/8/2025,Mumbai,PORT3,2,Yes,Yes,RSK9596,Filed,Calypso,Electronic,Confirmed,Special,HSBC Custody,Yes,Failed,Incomplete,Flagged,Yes,Late booking,AUD67476,619.74,CHF,237.72,CHF,26.46,USD,10.89,CHF,3845.16,5806.18,Failed,FX_OPS_01,Approved,6/7/2025
FX0071,5/11/2025,5/12/2025,18:41:17,TDR712,BNP Paribas,GBP/USD,Buy,GBP,GBP,USD,1500000,92.7998,Booked,Failed,Wire,Tullett Prebon,360T,Forward,53:00.1,5/11/2025 12:53,5/12/2025,Mumbai,PORT2,2,Yes,Yes,RSK9921,Required,Murex,Electronic,Pending,Standard,HSBC Custody,Yes,Failed,Pending,Pending Review,No,Late booking,AUD80552,381.12,USD,132.86,USD,48.84,GBP,136.64,USD,693.23,-9818.14,Allocated,FX_FIN_03,Rejected,5/14/2025
FX0072,5/12/2025,5/14/2025,11:30:13,TDR578,Citi,USD/INR,Sell,INR,USD,INR,500000,110.9082,Booked,Pending,CLS,Tullett Prebon,EBS,Forward,53:00.1,5/12/2025 13:53,5/14/2025,New York,PORT2,3,No,Yes,RSK4022,Filed,Summit,Electronic,Disputed,Special,State Street,No,Pending,Pending,Pending Review,No,,AUD30195,828.4,INR,436.57,INR,143.52,USD,78.76,INR,-967.26,650.82,Allocated,FX_TRD_02,Approved,5/15/2025
FX0073,5/21/2025,5/24/2025,8:54:50,TDR405,Citi,AUD/USD,Buy,AUD,AUD,USD,1500000,139.4693,Settled,Settled,Wire,Tullett Prebon,EBS,Spot,,5/21/2025 13:53,5/24/2025,New York,PORT3,1,Yes,No,RSK5727,Not required,Murex,Manual,Pending,Standard,State Street,Yes,Passed,Incomplete,Pending Review,Yes,Missing documentation,AUD18279,723.74,USD,170.85,USD,187.93,AUD,29.3,USD,2360.84,-2668.21,Allocated,FX_OPS_01,Approved,5/23/2025
FX0074,5/30/2025,6/4/2025,14:12:53,TDR190,Citi,USD/JPY,Buy,USD,USD,JPY,500000,46.8037,Settled,Pending,Wire,BGC Partners,Bloomberg,Forward,53:00.1,5/30/2025 12:53,6/4/2025,New York,PORT4,3,Yes,No,RSK8520,Not required,Custom,SWIFT,Disputed,Urgent,JP Morgan,No,Failed,Incomplete,Flagged,No,Rate mismatch,AUD32394,227.65,JPY,220.95,JPY,80.56,USD,73.25,JPY,-1925.65,-6003.21,Failed,FX_OPS_01,Approved,5/31/2025
FX0075,5/26/2025,5/31/2025,2:18:23,TDR331,Citi,USD/JPY,Buy,USD,USD,JPY,1000000,85.7296,Settled,Failed,Netting,ICAP,360T,Forward,53:00.1,5/26/2025 12:53,5/31/2025,Singapore,PORT2,2,Yes,No,RSK8401,Filed,Calypso,SWIFT,Confirmed,Special,State Street,Yes,Failed,Incomplete,Flagged,No,Rate mismatch,AUD80956,113.2,JPY,225.4,JPY,117.19,USD,72.16,JPY,2596.62,8271.88,Pending,FX_FIN_03,Approved,5/28/2025
FX0076,5/22/2025,5/24/2025,23:50:44,TDR821,Deutsche,EUR/USD,Buy,EUR,EUR,USD,1500000,13.302,Cancelled,Failed,Netting,BGC Partners,Bloomberg,Forward,53:00.1,5/22/2025 11:53,5/24/2025,Singapore,PORT3,2,No,No,RSK2716,Not required,Murex,Manual,Pending,Special,State Street,Yes,Passed,Complete,Clear,No,Missing documentation,AUD22888,622.69,USD,479.9,USD,32.88,EUR,105.86,USD,-4002.45,-7405.45,Failed,FX_FIN_03,Approved,5/25/2025
FX0077,5/13/2025,5/15/2025,7:06:46,TDR246,BNP Paribas,USD/JPY,Buy,USD,USD,JPY,1000000,33.0626,Settled,Settled,Wire,ICAP,EBS,Spot,,5/13/2025 10:53,5/15/2025,Mumbai,PORT3,2,Yes,Yes,RSK8602,Required,Calypso,Email,Confirmed,Standard,JP Morgan,No,Failed,Pending,Clear,No,Late booking,AUD12618,863.24,JPY,256.4,JPY,121.36,USD,65.63,JPY,-245.87,2347.48,Pending,FX_TRD_02,Approved,5/16/2025
FX0078,5/13/2025,5/17/2025,7:16:35,TDR175,HSBC,EUR/USD,Buy,EUR,EUR,USD,1500000,77.7073,Settled,Pending,Wire,BGC Partners,EBS,Forward,53:00.1,5/13/2025 13:53,5/17/2025,Singapore,PORT5,1,No,Yes,RSK5756,Required,Summit,Manual,Disputed,Special,State Street,Yes,Pending,Complete,Flagged,Yes,Late booking,AUD99552,874.18,USD,338.43,USD,81.52,EUR,75.98,USD,-4103.51,-4966.63,Pending,FX_TRD_02,Approved,5/16/2025
FX0079,5/14/2025,5/17/2025,19:14:25,TDR654,Citi,AUD/USD,Buy,AUD,AUD,USD,500000,43.2461,Booked,Settled,CLS,Tullett Prebon,Reuters,Spot,,5/14/2025 10:53,5/17/2025,Mumbai,PORT3,3,No,Yes,RSK9997,Not required,Calypso,Electronic,Pending,Special,HSBC Custody,Yes,Pending,Incomplete,Flagged,Yes,Rate mismatch,AUD81487,910.77,USD,74.54,USD,145.26,AUD,90.7,USD,2067.81,568.47,Failed,FX_TRD_02,Rejected,5/17/2025
FX0080,5/30/2025,6/1/2025,2:34:52,TDR826,Deutsche,USD/CHF,Buy,USD,USD,CHF,2000000,142.01,Cancelled,Settled,Wire,ICAP,Reuters,Forward,53:00.1,5/30/2025 14:53,6/1/2025,Mumbai,PORT4,3,Yes,Yes,RSK7699,Required,Summit,Email,Confirmed,Standard,State Street,Yes,Pending,Complete,Pending Review,Yes,Missing documentation,AUD14918,614.58,CHF,252.6,CHF,66.15,USD,99.38,CHF,2098.03,-2708.46,Failed,FX_FIN_03,Under Review,6/1/2025
FX0081,5/9/2025,5/13/2025,14:50:05,TDR323,BNP Paribas,GBP/USD,Sell,USD,GBP,USD,1500000,57.0562,Confirmed,Settled,Wire,ICAP,Bloomberg,Spot,,5/9/2025 13:53,5/13/2025,New York,PORT5,3,No,Yes,RSK6851,Filed,Summit,Email,Pending,Standard,BNY Mellon,No,Passed,Pending,Flagged,Yes,Missing documentation,AUD54353,333.49,USD,444.54,USD,130.68,GBP,32.66,USD,-4207.45,926.11,Pending,FX_TRD_02,Under Review,5/11/2025
FX0082,5/30/2025,6/2/2025,11:17:16,TDR303,JPMorgan,EUR/USD,Sell,USD,EUR,USD,2000000,133.9628,Settled,Settled,Wire,BGC Partners,360T,Forward,53:00.1,5/30/2025 11:53,6/2/2025,New York,PORT4,3,Yes,Yes,RSK6068,Not required,Custom,Email,Confirmed,Urgent,JP Morgan,No,Passed,Complete,Clear,Yes,Counterparty mismatch,AUD29337,186.04,USD,251.71,USD,31.52,EUR,149.52,USD,-4882.43,2593.27,Pending,FX_TRD_02,Rejected,5/31/2025
FX0083,5/11/2025,5/16/2025,13:52:52,TDR581,Deutsche,USD/CHF,Buy,USD,USD,CHF,500000,103.1647,Cancelled,Settled,Wire,BGC Partners,Reuters,Forward,53:00.1,5/11/2025 12:53,5/16/2025,New York,PORT2,1,No,No,RSK2614,Not required,Murex,Manual,Pending,Standard,JP Morgan,Yes,Pending,Complete,Clear,Yes,,AUD27054,578.78,CHF,258.52,CHF,56.36,USD,113.65,CHF,3399.73,1448.15,Failed,FX_OPS_01,Under Review,5/12/2025
FX0084,5/15/2025,5/20/2025,4:39:34,TDR349,Citi,USD/CHF,Buy,USD,USD,CHF,500000,157.7341,Confirmed,Settled,Netting,BGC Partners,360T,Forward,53:00.1,5/15/2025 12:53,5/20/2025,Singapore,PORT5,3,No,No,RSK9080,Required,Summit,Manual,Confirmed,Urgent,JP Morgan,Yes,Failed,Incomplete,Pending Review,No,Rate mismatch,AUD41566,350.57,CHF,409.1,CHF,140.26,USD,122.74,CHF,-4973.09,-8170.06,Pending,FX_TRD_02,Rejected,5/16/2025
FX0085,5/9/2025,5/10/2025,5:09:29,TDR325,JPMorgan,USD/JPY,Buy,USD,USD,JPY,1500000,11.0045,Cancelled,Failed,CLS,BGC Partners,Reuters,Forward,53:00.1,5/9/2025 12:53,5/10/2025,New York,PORT2,2,Yes,Yes,RSK8199,Required,Calypso,Electronic,Pending,Urgent,BNY Mellon,Yes,Failed,Pending,Clear,Yes,Late booking,AUD55079,556.88,JPY,185.22,JPY,182.57,USD,138.41,JPY,-2561.58,-9257.61,Failed,FX_FIN_03,Rejected,5/10/2025
FX0086,5/13/2025,5/18/2025,17:37:51,TDR867,HSBC,USD/CHF,Sell,CHF,USD,CHF,1500000,29.4277,Cancelled,Settled,CLS,ICAP,Reuters,Spot,,5/13/2025 12:53,5/18/2025,New York,PORT5,2,Yes,Yes,RSK9068,Required,Murex,Manual,Confirmed,Special,JP Morgan,No,Passed,Pending,Clear,Yes,,AUD73127,839.47,CHF,318.25,CHF,150.97,USD,37.83,CHF,-1611.23,-340.84,Failed,FX_TRD_02,Under Review,5/14/2025
FX0087,5/31/2025,6/3/2025,14:53:12,TDR769,BNP Paribas,USD/JPY,Buy,USD,USD,JPY,2000000,88.2519,Settled,Settled,CLS,ICAP,Reuters,Forward,53:00.1,5/31/2025 10:53,6/3/2025,Singapore,PORT4,1,No,No,RSK6929,Required,Summit,Manual,Disputed,Urgent,BNY Mellon,No,Failed,Complete,Flagged,Yes,,AUD89519,288.8,JPY,296.81,JPY,49.25,USD,76.87,JPY,626.28,-624.29,Pending,FX_FIN_03,Under Review,6/2/2025
FX0088,5/20/2025,5/23/2025,1:56:08,TDR437,Deutsche,EUR/USD,Buy,EUR,EUR,USD,1000000,70.2858,Settled,Settled,Wire,ICAP,360T,Forward,53:00.1,5/20/2025 14:53,5/23/2025,Singapore,PORT2,3,Yes,No,RSK1652,Required,Calypso,SWIFT,Confirmed,Urgent,State Street,Yes,Pending,Incomplete,Pending Review,No,Counterparty mismatch,AUD75510,200,USD,287.2,USD,169.05,EUR,21.63,USD,-142.75,-5347.18,Failed,FX_FIN_03,Approved,5/21/2025
FX0089,5/31/2025,6/2/2025,5:29:11,TDR401,Deutsche,USD/JPY,Buy,USD,USD,JPY,1000000,73.4759,Settled,Failed,Wire,Tullett Prebon,360T,Swap,53:00.1,5/31/2025 10:53,6/2/2025,London,PORT5,1,Yes,Yes,RSK1454,Filed,Calypso,Email,Pending,Urgent,BNY Mellon,Yes,Pending,Complete,Flagged,No,Late booking,AUD28697,487.05,JPY,358.78,JPY,130.8,USD,103.51,JPY,-4881.86,-6141.36,Failed,FX_TRD_02,Under Review,6/1/2025
FX0090,6/3/2025,6/6/2025,0:51:08,TDR867,Deutsche,USD/JPY,Sell,JPY,USD,JPY,500000,65.0008,Confirmed,Pending,Wire,Tullett Prebon,360T,Swap,53:00.1,6/3/2025 12:53,6/6/2025,London,PORT1,3,No,No,RSK4124,Not required,Calypso,Electronic,Pending,Standard,State Street,Yes,Pending,Pending,Pending Review,No,Rate mismatch,AUD85114,878.84,JPY,367.66,JPY,34.59,USD,62.79,JPY,4168.36,3360.49,Failed,FX_TRD_02,Under Review,6/6/2025
FX0091,6/2/2025,6/4/2025,9:45:27,TDR823,Citi,EUR/USD,Sell,USD,EUR,USD,2000000,141.3646,Confirmed,Failed,Netting,Tullett Prebon,EBS,Swap,53:00.1,6/2/2025 14:53,6/4/2025,London,PORT2,2,Yes,No,RSK4660,Filed,Murex,SWIFT,Pending,Urgent,HSBC Custody,No,Passed,Pending,Flagged,No,Missing documentation,AUD46387,281.66,USD,102.36,USD,171.05,EUR,125.59,USD,-1067.58,6456.47,Pending,FX_TRD_02,Rejected,6/5/2025
FX0092,5/10/2025,5/13/2025,11:11:28,TDR274,Citi,AUD/USD,Sell,USD,AUD,USD,2000000,15.5694,Confirmed,Pending,Netting,ICAP,EBS,Spot,,5/10/2025 11:53,5/13/2025,London,PORT3,1,No,Yes,RSK9520,Required,Summit,Email,Confirmed,Standard,BNY Mellon,Yes,Passed,Pending,Clear,Yes,Counterparty mismatch,AUD50067,232.8,USD,338.85,USD,126.37,AUD,35.11,USD,-557.01,-4925.92,Allocated,FX_OPS_01,Rejected,5/11/2025
FX0093,5/24/2025,5/26/2025,3:36:40,TDR527,BNP Paribas,USD/JPY,Sell,JPY,USD,JPY,500000,38.6375,Confirmed,Pending,CLS,ICAP,Reuters,Forward,53:00.1,5/24/2025 14:53,5/26/2025,Mumbai,PORT5,2,No,Yes,RSK2847,Not required,Summit,Manual,Confirmed,Standard,State Street,Yes,Failed,Incomplete,Pending Review,No,Counterparty mismatch,AUD41856,896.47,JPY,330.52,JPY,112.07,USD,128.96,JPY,30.33,-4815.17,Allocated,FX_OPS_01,Under Review,5/27/2025
FX0094,5/28/2025,5/29/2025,0:12:35,TDR990,Citi,GBP/USD,Sell,USD,GBP,USD,1500000,130.4619,Confirmed,Settled,Netting,ICAP,Bloomberg,Swap,53:00.1,5/28/2025 11:53,5/29/2025,Mumbai,PORT2,3,Yes,No,RSK5731,Required,Summit,SWIFT,Pending,Urgent,HSBC Custody,Yes,Pending,Complete,Clear,Yes,Counterparty mismatch,AUD77414,425.82,USD,385.64,USD,161.37,GBP,38.43,USD,4390.4,6102.47,Allocated,FX_TRD_02,Approved,5/29/2025
FX0095,6/7/2025,6/11/2025,23:52:47,TDR222,Citi,USD/INR,Sell,INR,USD,INR,2000000,112.1645,Cancelled,Failed,Netting,ICAP,360T,Swap,53:00.1,6/7/2025 12:53,6/11/2025,New York,PORT5,1,Yes,No,RSK9835,Required,Summit,SWIFT,Disputed,Special,BNY Mellon,No,Failed,Pending,Pending Review,Yes,Late booking,AUD40296,639.9,INR,483.38,INR,58.4,USD,57.46,INR,-1111.86,-4189.72,Allocated,FX_TRD_02,Under Review,6/10/2025
FX0096,6/5/2025,6/9/2025,1:11:57,TDR839,HSBC,USD/CHF,Buy,USD,USD,CHF,1500000,75.7905,Cancelled,Failed,CLS,BGC Partners,Bloomberg,Forward,53:00.1,6/5/2025 10:53,6/9/2025,London,PORT1,2,Yes,No,RSK7918,Not required,Calypso,Email,Pending,Urgent,JP Morgan,Yes,Passed,Complete,Pending Review,No,Missing documentation,AUD45870,558.39,CHF,75.01,CHF,98.73,USD,48.43,CHF,-3808.12,-8555.8,Pending,FX_OPS_01,Approved,6/8/2025
FX0097,5/16/2025,5/18/2025,21:32:32,TDR228,BNP Paribas,GBP/USD,Buy,GBP,GBP,USD,2000000,150.5115,Cancelled,Failed,Wire,Tullett Prebon,360T,Swap,53:00.1,5/16/2025 13:53,5/18/2025,Singapore,PORT1,1,Yes,No,RSK6622,Required,Custom,Email,Disputed,Special,HSBC Custody,No,Pending,Pending,Flagged,Yes,Late booking,AUD38733,392.3,USD,493.7,USD,183.09,GBP,43.88,USD,-248.73,-9443.22,Pending,FX_OPS_01,Under Review,5/17/2025
FX0098,6/7/2025,6/9/2025,21:19:05,TDR556,JPMorgan,EUR/USD,Buy,EUR,EUR,USD,2000000,10.592,Cancelled,Settled,Netting,ICAP,Bloomberg,Forward,53:00.1,6/7/2025 12:53,6/9/2025,London,PORT4,2,No,Yes,RSK8488,Required,Summit,Email,Disputed,Urgent,State Street,Yes,Passed,Pending,Pending Review,No,,AUD17094,301.45,USD,479.07,USD,199.57,EUR,90.04,USD,1523.88,-2188.64,Allocated,FX_FIN_03,Under Review,6/10/2025
FX0099,5/27/2025,5/30/2025,14:34:55,TDR209,BNP Paribas,USD/JPY,Buy,USD,USD,JPY,500000,92.9767,Settled,Failed,CLS,BGC Partners,EBS,Spot,,5/27/2025 12:53,5/30/2025,Mumbai,PORT3,2,Yes,No,RSK3774,Required,Murex,Email,Pending,Standard,JP Morgan,No,Failed,Complete,Flagged,Yes,Counterparty mismatch,AUD33322,119.64,JPY,303.52,JPY,110.16,USD,113.77,JPY,-4947.91,-4407.34,Pending,FX_FIN_03,Under Review,5/28/2025
FX0100,5/23/2025,5/25/2025,13:55:40,TDR489,HSBC,AUD/USD,Sell,USD,AUD,USD,1000000,109.1123,Settled,Settled,Netting,ICAP,EBS,Forward,53:00.1,5/23/2025 12:53,5/25/2025,New York,PORT4,3,No,No,RSK3650,Not required,Murex,Manual,Pending,Special,BNY Mellon,No,Passed,Complete,Pending Review,Yes,Counterparty mismatch,AUD95084,840.23,USD,488.65,USD,92.73,AUD,50.38,USD,-4894.43,-5282.09,Allocated,FX_TRD_02,Under Review,5/24/2025
